Folder,Subfolder,Filename,EntryIndex,Raw Transcription,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Norm_Age,Norm_Gender,Norm_Burn_Count,Norm_Region,Burn_Status
2024 Field Notes Images,J1 - Survival,IMG_2556.HEIC,4,"Q1: 28 | Q2: Non-binary | Q3: Oakland, CA | Q4: 2 | Q5: H₂O | Q6: yes, w/partner | Q7: 5 | Q8: meals",28,Non-binary,"Oakland, CA",2,H₂O,"yes, w/partner",5,meals,,,,,,,,28,NB,2,Local/West,Sophomore
2024 Field Notes Images,B1 - Symbolism,IMG_2443.HEIC,1,"Q1: 64 | Q2: Male | Q3: Pabalto, Ca | Q4: 5 times | Q5: Yes, makes me joyful to share experience with buiners. | Q6: The actual symbol is only a symbol of a community of people with love and passion to the ethos of the burninganes culture. | Q7: [Blank]",64,Male,"Pabalto, Ca",5 times,"Yes, makes me joyful to share experience with buiners.",The actual symbol is only a symbol of a community of people with love and passion to the ethos of the burninganes culture.,[Blank],,,,,,,,,64,M,5,Local/West,Veteran
2024 Field Notes Images,B1 - Symbolism,IMG_2453.HEIC,1,"Q1: 41 | Q2: M | Q3: SoCal | Q4: 1 | Q5: Yes, it gives me hope for humanity | Q6: The Youniverse | Q7: For me, it represents the temple of our being",41,M,SoCal,1,"Yes, it gives me hope for humanity",The Youniverse,"For me, it represents the temple of our being",,,,,,,,,41,M,1,Local/West,Virgin
2024 Field Notes Images,B1 - Symbolism,IMG_2454.HEIC,1,"Q1: 37 | Q2: Female | Q3: San Rafael, CA | Q4: 1 viiegin burner! | Q5: immensley - Reninds me that there's good hearted people in the fucked up woel'd - all just trying to swance | Q6: new beginning suepanded by Unconditional support | Q7: safe place fore heality all wands that have been buldiy up inside",37,Female,"San Rafael, CA",1 viiegin burner!,immensley - Reninds me that there's good hearted people in the fucked up woel'd - all just trying to swance,new beginning suepanded by Unconditional support,safe place fore heality all wands that have been buldiy up inside,,,,,,,,,37,F,1,Local/West,Virgin
2024 Field Notes Images,B1 - Symbolism,IMG_2458.HEIC,1,Q1: 46 | Q2: F | Q3: Denver | Q4: 1 | Q5: N/A | Q6: yes-LNT | Q7: yes. Let go & Love,46,F,Denver,1,N/A,yes-LNT,yes. Let go & Love,,,,,,,,,46,F,1,Local/West,Virgin
2024 Field Notes Images,B1 - Symbolism,IMG_2458.HEIC,2,"Q1: 47 | Q2: Male | Q3: Vegas | Q4: Due | Q5: Yes- Cultural Diversity, and enhances my Spiritual connection with tue Universe | Q6: Community. | Q7: Spiritual Release",47,Male,Vegas,Due,"Yes- Cultural Diversity, and enhances my Spiritual connection with tue Universe",Community.,Spiritual Release,,,,,,,,,47,M,,US Other,Unknown
2024 Field Notes Images,B1 - Symbolism,IMG_2465.HEIC,1,"Q1: 27 | Q2: Female | Q3: London, England | Q4: Twice | Q5: Yes - I feel len alone in the outside world - knowing that there is a whole community that feels the jame way about the way in which our society is shuctured & the values thus instilled. | Q6: Fuck the man. Fuck the system Viva the People | Q7: Hope",27,Female,"London, England",Twice,Yes - I feel len alone in the outside world - knowing that there is a whole community that feels the jame way about the way in which our society is shuctured & the values thus instilled.,Fuck the man. Fuck the system Viva the People,Hope,,,,,,,,,27,F,,Local/West,Unknown
2024 Field Notes Images,B1 - Symbolism,IMG_2464.HEIC,1,"Q1: 59 | Q2: reve | Q3: Berbaly CA | Q4: 17 | Q5: Yes - Culture principles. most of my finds in default world ne Burnes - 10 principles – Immeducy, Sutty - разно live- vadeal expression, radial incusión - | Q6: Human in a circle | Q7: Place of Solace, Shared grief, cleansing Commune srising- Sacred space",59,reve,Berbaly CA,17,"Yes - Culture principles. most of my finds in default world ne Burnes - 10 principles – Immeducy, Sutty - разно live- vadeal expression, radial incusión -",Human in a circle,"Place of Solace, Shared grief, cleansing Commune srising- Sacred space",,,,,,,,,59,O,17,Local/West,Elder
2024 Field Notes Images,B1 - Symbolism,IMG_2448.HEIC,1,"Q1: 32 | Q2: Male | Q3: Seattle, WA | Q4: Yes. I sce il as a test of the human setrit | Q5: Freedom | Q6: Emptiness",32,Male,"Seattle, WA",Yes. I sce il as a test of the human setrit,Freedom,Emptiness,,,,,,,,,,32,M,,US Other,Unknown
2024 Field Notes Images,B1 - Symbolism,IMG_2449.HEIC,1,"Q1: 30 | Q2: Male | Q3: Michigan-Fast Lansing | Q4: 7 | Q5: I believe it does, its a nice Break From the real world. | Q6: Oreness and freedom. | Q7: I appreciate what it stands par, But I am not a symbolic Person.",30,Male,Michigan-Fast Lansing,7,"I believe it does, its a nice Break From the real world.",Oreness and freedom.,"I appreciate what it stands par, But I am not a symbolic Person.",,,,,,,,,30,M,7,Local/West,Veteran
2024 Field Notes Images,B1 - Symbolism,IMG_2449.HEIC,2,"Q1: 55 | Q2: FEMALE | Q3: PARKER, AZ MATRIX | Q4: ONE (IST BURAT | Q5: ABSOWTY-HMAN CONNECTION, ART & SURVIVA | Q6: ITS A KEMINDER TO REMEMBER WE ARE ALL HUMAN AND WE ALL MUST SURVIVE ON OUR OWN Skills. | Q7: ITS ORAMO TO TAKO A MOMono TO HONOR & REMEMBER THOSE WHA EXITED THIS MATRIX.",55,FEMALE,"PARKER, AZ MATRIX",ONE (IST BURAT,"ABSOWTY-HMAN CONNECTION, ART & SURVIVA",ITS A KEMINDER TO REMEMBER WE ARE ALL HUMAN AND WE ALL MUST SURVIVE ON OUR OWN Skills.,ITS ORAMO TO TAKO A MOMono TO HONOR & REMEMBER THOSE WHA EXITED THIS MATRIX.,,,,,,,,,55,F,,US Other,Unknown
2024 Field Notes Images,B1 - Symbolism,IMG_2445.HEIC,1,"Q1: 34 | Q2: F | Q3: Denver, Co | Q4: 1 | Q5: Intentional about practicing Creativeness | Q6: ? | Q7: Place to reflect your heart. Tell the story to beautiful strangers",34,F,"Denver, Co",1,Intentional about practicing Creativeness,?,Place to reflect your heart. Tell the story to beautiful strangers,,,,,,,,,34,F,1,Local/West,Virgin
2024 Field Notes Images,B1 - Symbolism,IMG_2445.HEIC,2,"Q1: 33 | Q2: female | Q3: Sacramento, CA | Q4: 4! | Q5: Yes! Builds my community + inspires my crectivity. Reignights the fire within! | Q6: Barriers & Burcureaky, | Q7: Healing & release",33,female,"Sacramento, CA",4!,Yes! Builds my community + inspires my crectivity. Reignights the fire within!,"Barriers & Burcureaky,",Healing & release,,,,,,,,,33,F,4,Local/West,Veteran
2024 Field Notes Images,B1 - Symbolism,IMG_2445.HEIC,3,"Q1: 35 | Q2: F | Q3: SF | Q4: 3 | Q5: um... yeah! Connects me to what matters most | Q6: Strength, conviction, resilience | Q7: This temple is my peace, my grief, my deepest connection to the people around me. I feel their sadness like my own.",35,F,SF,3,um... yeah! Connects me to what matters most,"Strength, conviction, resilience","This temple is my peace, my grief, my deepest connection to the people around me. I feel their sadness like my own.",,,,,,,,,35,F,3,Local/West,Sophomore
2024 Field Notes Images,B1 - Symbolism,IMG_2468.HEIC,1,"Q1: 51 | Q2: Me Man | Q3: Salida, COLORADO | Q4: Phive | Q5: You're goddamn right it does!!! | Q6: (a.) Letting go of all that no longer serves. (a) Lots of poor trees. | Q7: Other than Nature itself jit is the only church I've ever ""believed in""",51,Me Man,"Salida, COLORADO",Phive,You're goddamn right it does!!!,(a.) Letting go of all that no longer serves. (a) Lots of poor trees.,"Other than Nature itself jit is the only church I've ever ""believed in""",,,,,,,,,51,O,,US Other,Unknown
2024 Field Notes Images,B1 - Symbolism,IMG_2468.HEIC,2,"Q1: 35 | Q2: Man, he/him | Q3: Stockholm, Sweden | Q4: First time | Q5: It gives me a sanctuary from normal world problems and allows me to act out the child in me together with others. That gives me a joy that I hope I can bring back with me. | Q6: A victorious symbol Arms raised high to show how we defeat the elements and grow | Q7: Respite and respect",35,"Man, he/him","Stockholm, Sweden",First time,It gives me a sanctuary from normal world problems and allows me to act out the child in me together with others. That gives me a joy that I hope I can bring back with me.,A victorious symbol Arms raised high to show how we defeat the elements and grow,Respite and respect,,,,,,,,,35,O,1,US Other,Virgin
2024 Field Notes Images,B1 - Symbolism,IMG_2452.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,B1 - Symbolism,IMG_2444.HEIC,1,"Q1: 36 | Q2: M | Q3: NYC | Q4: 1 | Q5: Gifting, Expresion, Humanity, Play | Q6: Car pooling lane on califorin highway | Q7: Becusty is transient",36,M,NYC,1,"Gifting, Expresion, Humanity, Play",Car pooling lane on califorin highway,Becusty is transient,,,,,,,,,36,M,1,US Other,Virgin
2024 Field Notes Images,B1 - Symbolism,IMG_2444.HEIC,2,"Q1: 46 | Q2: Female | Q3: mill Valley, CA | Q4: 8 | Q5: I wrote a Linted in arhck all about this (Pamela Olean) - then is no pran stor monu expenene lite this in ohur it helped me got sobe, call my rape a rape & grieve my dad",46,Female,"mill Valley, CA",8,"I wrote a Linted in arhck all about this (Pamela Olean) - then is no pran stor monu expenene lite this in ohur it helped me got sobe, call my rape a rape & grieve my dad",,,,,,,,,,,46,F,8,Local/West,Veteran
2024 Field Notes Images,A1 - Transformation,IMG_3145.HEIC,1,"Q1: 37 | Q2: female | Q3: Sparks, NV | Q4: 8 | Q5: in 2018 when I brought my kids, & 2019 when my husband was w/me | Q6: I hoped | Q7: both | Q8: this time, 2024, Hell yes! Best Burn | Q9: Im still me,",37,female,"Sparks, NV",8,"in 2018 when I brought my kids, & 2019 when my husband was w/me",I hoped,both,"this time, 2024, Hell yes! Best Burn","Im still me,",,,,,,,37,F,8,Local/West,Veteran
2024 Field Notes Images,A1 - Transformation,IMG_3124.HEIC,1,"Q1: 33 | Q2: M | Q3: Austria | Q4: Vingin | Q5: [Illegible] | Q6: [Illegible] | Q7: [Illegible] | Q8: NO, I FEEL I STILL RELATE THE SAME WAY | Q9: CLIMATE, VOLUMEE PEOPLE",33,M,Austria,Vingin,[Illegible],[Illegible],[Illegible],"NO, I FEEL I STILL RELATE THE SAME WAY","CLIMATE, VOLUMEE PEOPLE",,,,,,,33,M,,US Other,Unknown
2024 Field Notes Images,A1 - Transformation,IMG_3149.HEIC,1,"Q1: 27 | Q2: Female | Q3: London - England | Q4: Twice | Q5: It validated and gave me much needed confirmation that the world is not full of selfish, greedy people. I showed me that an alternative world is possible. | Q6: Yes - I've been told it's transcendental | Q7: Both - sudden & full of spectacle but the effects are felt gradually and triggered staring | Q8: Yes - I've become more trusting of people | Q9: The people, Community, rigorous adherence to the principles by all those who attend.",27,Female,London - England,Twice,"It validated and gave me much needed confirmation that the world is not full of selfish, greedy people. I showed me that an alternative world is possible.",Yes - I've been told it's transcendental,Both - sudden & full of spectacle but the effects are felt gradually and triggered staring,Yes - I've become more trusting of people,"The people, Community, rigorous adherence to the principles by all those who attend.",,,,,,,27,F,,Local/West,Unknown
2024 Field Notes Images,A1 - Transformation,IMG_3129.HEIC,1,"Q1: 47 | Q2: Female | Q3: Polo Also | Q4: 1 | Q5: Yes, learn new success | Q6: Maybe | Q7: I don't know yes | Q8: Absolutely | Q9: Community",47,Female,Polo Also,1,"Yes, learn new success",Maybe,I don't know yes,Absolutely,Community,,,,,,,47,F,1,US Other,Virgin
2024 Field Notes Images,A1 - Transformation,IMG_3134.HEIC,1,Q1: 39 | Q2: M | Q3: AUSTRALIA | Q4: 1 | Q5: MORE CHANGING FOCUS THAN CHANGING ME | Q6: SOMEWHAT | Q7: Both | Q8: MORE IN THE MOMENT | Q9: BROADENDING OF PERSPECTIVE,39,M,AUSTRALIA,1,MORE CHANGING FOCUS THAN CHANGING ME,SOMEWHAT,Both,MORE IN THE MOMENT,BROADENDING OF PERSPECTIVE,,,,,,,39,M,1,International,Virgin
2024 Field Notes Images,A1 - Transformation,IMG_3133.HEIC,1,"Q1: 35 | Q2: M | Q3: Denver | Q4: 2.5 | Q5: Burning man provided me with, and a vane to fully express my weird self. thank you. | Q6: No, I was in not fully comprehend What this was and the amazing community had to offer | Q7: Both. | Q8: It helped an approach of new relationships with more open arms & emotional availability",35,M,Denver,2.5,"Burning man provided me with, and a vane to fully express my weird self. thank you.","No, I was in not fully comprehend What this was and the amazing community had to offer",Both.,It helped an approach of new relationships with more open arms & emotional availability,,,,,,,,35,M,2,Local/West,Sophomore
2024 Field Notes Images,A1 - Transformation,IMG_3133.HEIC,2,Q1: 179 | Q2: M | Q3: [Illegible] | Q4: 1 | Q5: NOT Sure | Q6: No | Q7: N/A | Q8: No | Q9: N/A,179,M,[Illegible],1,NOT Sure,No,N/A,No,N/A,,,,,,,,M,1,US Other,Virgin
2024 Field Notes Images,A1 - Transformation,IMG_3125.HEIC,1,"Q1: 31 | Q2: Male | Q3: Germany | Q4: 1 | Q5: YES, learned about building and manual skills, furthermore, survival skills in the desert :) | Q6: -No, I am an open person and have experienced a lot | Q7: gradual, as I var building with My campmates | Q8: -No | Q9: Meeting new people that are expalinced borners, and building with Enemy getting hottured by their tribal knowledge",31,Male,Germany,1,"YES, learned about building and manual skills, furthermore, survival skills in the desert :)",#NAME?,"gradual, as I var building with My campmates",#NAME?,"Meeting new people that are expalinced borners, and building with Enemy getting hottured by their tribal knowledge",,,,,,,31,M,1,International,Virgin
2024 Field Notes Images,A1 - Transformation,IMG_3125.HEIC,2,"Q1: 36 | Q2: F | Q3: CALGARY, AB, CANADA | Q4: 2 | Q5: YES+ NO- IT CREATED AN OPPORTUNITY TO TEST MY WILLINGNESS/ ABILITY to EXPRESS MYSELF, BUT I WOLON'T CALL IT TRANSEGR MATIVE | Q6: I EXPECTED SOME SHIFT, IF ONLY BECAUSE OF THE PHENCAR ENVIRONMENT | Q7: GRADUAL | Q8: NO, I FEER I STILL RELATE THE SAME WAY | Q9: CLIMATE, VOLUME OF PEOPLE",36,F,"CALGARY, AB, CANADA",2,"YES+ NO- IT CREATED AN OPPORTUNITY TO TEST MY WILLINGNESS/ ABILITY to EXPRESS MYSELF, BUT I WOLON'T CALL IT TRANSEGR MATIVE","I EXPECTED SOME SHIFT, IF ONLY BECAUSE OF THE PHENCAR ENVIRONMENT",GRADUAL,"NO, I FEER I STILL RELATE THE SAME WAY","CLIMATE, VOLUME OF PEOPLE",,,,,,,36,F,2,Local/West,Sophomore
2024 Field Notes Images,A1 - Transformation,IMG_3143.HEIC,1,Q1: 29 | Q2: M | Q3: NYC | Q4: 3 | Q5: [Blank] | Q6: TASTE the COLORS!,29,M,NYC,3,[Blank],TASTE the COLORS!,,,,,,,,,,29,M,3,US Other,Sophomore
2024 Field Notes Images,A1 - Transformation,IMG_3122.HEIC,1,"Q1: 40 | Q2: female | Q3: Chicago | Q4: 6 | Q5: So fast at first, then slow, but continuous | Q6: Yes but not in the way it happened | Q7: see #5 | Q8: Yes less judgment | Q9: [Blank]",40,female,Chicago,6,"So fast at first, then slow, but continuous",Yes but not in the way it happened,see #5,Yes less judgment,[Blank],,,,,,,40,F,6,Local/West,Veteran
2024 Field Notes Images,A1 - Transformation,IMG_3122.HEIC,2,"Q1: 52 | Q2: m | Q3: Colorado | Q4: 7 | Q5: Learning new skills (DJ is) | Q6: Not really. | Q7: gradual, started volunteering at Apogeeo, CO. want to the GIC. learned about more Business Related Topics. | Q8: The consent of Artost tunnel vision, learn to more understanding. | Q9: Opportunitys offered by Particuper in the event, wore growth pronciny.",52,m,Colorado,7,Learning new skills (DJ is),Not really.,"gradual, started volunteering at Apogeeo, CO. want to the GIC. learned about more Business Related Topics.","The consent of Artost tunnel vision, learn to more understanding.","Opportunitys offered by Particuper in the event, wore growth pronciny.",,,,,,,52,M,7,US Other,Veteran
2024 Field Notes Images,A1 - Transformation,IMG_3139.HEIC,1,"Q1: 53 | Q2: M | Q3: WA | Q4: 21 | Q5: Yes - gave me comunity, a wife, a second wife, a creative ontlet, a censted place to return | Q6: Eveything cam cause change | Q7: Both | Q8: Yes - more open and Confident | Q9: Seeing other ways of Loring.",53,M,WA,21,"Yes - gave me comunity, a wife, a second wife, a creative ontlet, a censted place to return",Eveything cam cause change,Both,Yes - more open and Confident,Seeing other ways of Loring.,,,,,,,53,M,21,US Other,Elder
2024 Field Notes Images,A1 - Transformation,IMG_3142.HEIC,1,Q1: 29 | Q2: High School | Q3: Male | Q4: Asian | Q5: 3-6 burns | Q6: Nevada | Q7: Let it burn,29,High School,Male,Asian,3-6 burns,Nevada,Let it burn,,,,,,,,,29,O,,US Other,Unknown
2024 Field Notes Images,A1 - Transformation,IMG_3142.HEIC,2,Q1: 32 | Q2: Male | Q3: LA CA | Q4: 1 | Q5: It just opened me more. | Q6: Not sure but I would be crazy!,32,Male,LA CA,1,It just opened me more.,Not sure but I would be crazy!,,,,,,,,,,32,M,1,Local/West,Virgin
2024 Field Notes Images,A1 - Transformation,IMG_3135.HEIC,1,"Q1: 42 | Q2: Male | Q3: Malaga, Spain | Q4: 4 times | Q5: Yes! Since my first burn in 2019 I've been in a journey of Liberation and Self discovery - I'm a totally different person now, happier and more open minded and authentic | Q6: No | Q7: Gradual, over the past 5 years but with a big leap after each year | Q8: Yes, I'm now more focused on building Communities | Q9: the principle of Radical Self Expression plus the opportunity to try new sexual experiences",42,Male,"Malaga, Spain",4 times,"Yes! Since my first burn in 2019 I've been in a journey of Liberation and Self discovery - I'm a totally different person now, happier and more open minded and authentic",No,"Gradual, over the past 5 years but with a big leap after each year","Yes, I'm now more focused on building Communities",the principle of Radical Self Expression plus the opportunity to try new sexual experiences,,,,,,,42,M,4,Local/West,Veteran
2024 Field Notes Images,A1 - Transformation,IMG_3138.HEIC,1,"Q1: 59 | Q2: Female | Q3: Berkeley, CA | Q4: 17 | Q5: Yes - over time. First time was 1999. Over the next decade - became me open, creative, more generous- more focused on immediate pleasure, me open sexually, me open to psychedelics | Q6: No - not why I first came in 1999 | Q7: Graduate - over time as I met to more Burrs - by Burrs & regards & also became friends with one Rn - Buines following to 16 people | Q8: Yes more open, generous - more focused in immediacy - less more patient | Q9: The value of community, committed efforts, principles in building community.",59,Female,"Berkeley, CA",17,"Yes - over time. First time was 1999. Over the next decade - became me open, creative, more generous- more focused on immediate pleasure, me open sexually, me open to psychedelics",No - not why I first came in 1999,Graduate - over time as I met to more Burrs - by Burrs & regards & also became friends with one Rn - Buines following to 16 people,"Yes more open, generous - more focused in immediacy - less more patient","The value of community, committed efforts, principles in building community.",,,,,,,59,F,17,Local/West,Elder
2024 Field Notes Images,A1 - Transformation,IMG_3138.HEIC,2,Q1: 23 | Q2: nonbinary | Q3: NJ/NYC | Q4: 2 | Q5: I wish the world didnt revolve around capitalism | Q6: I dont have any expectations. | Q7: maybe gradual | Q8: No | Q9: Yes - more open and confident,23,nonbinary,NJ/NYC,2,I wish the world didnt revolve around capitalism,I dont have any expectations.,maybe gradual,No,Yes - more open and confident,,,,,,,23,NB,2,US Other,Sophomore
2024 Field Notes Images,A1 - Transformation,IMG_3138.HEIC,3,Q1: [Blank] | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: [Blank] | Q7: [Blank] | Q8: [Blank] | Q9: Seeing other ways of being - Being Now is an experience in a form of community - ,[Blank],[Blank],[Blank],[Blank],[Blank],[Blank],[Blank],[Blank],Seeing other ways of being - Being Now is an experience in a form of community -,,,,,,,,O,,Local/West,Unknown
2024 Field Notes Images,A1 - Transformation,IMG_3136.HEIC,1,Q1: 31 | Q2: Female | Q3: SAN FRANCISCO | Q4: 3 BURNS | Q5: IF REMINDS me to play & Be Sily | Q6: Yes. I HAD No expectatious BUT kwew It was Nothing Like Anything I've experienced | Q7: Both | Q8: yes. ic easier to Relate to enery/Ary-ove,31,Female,SAN FRANCISCO,3 BURNS,IF REMINDS me to play & Be Sily,Yes. I HAD No expectatious BUT kwew It was Nothing Like Anything I've experienced,Both,yes. ic easier to Relate to enery/Ary-ove,,,,,,,,31,F,3,Local/West,Sophomore
